city,property_condition,building_size_m2,certificate,electricity_power,district,bathrooms,building_age,description,floor_count,carports,bedrooms,title,price_in_rp,land_size_m2,location,url
Depok,Bagus,42 m²,SHM,1300 Watt,Citayam,1,,"Perumahan Casa De Royal Village
Bojong Gede - Kabupaten Bogor

SHM
LT 60
LB 42
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air Tanah
Hadap Selatan

Fasilitas Sekitar Hunian:
1 Menit ke SD Negeri Citayam 03
2 Menit ke SD Muhammadiyah Ragajaya
3 Menit ke SMP Islam Nusantara
4 Menit ke SD ISLAM IBNU MAWARDI
8 Menit ke SDN Ragajaya
9 Menit ke SMP Negeri 2 Bojonggede
10 Menit ke SMA Negeri 12 Depok
10 Menit ke SMA WIRA BUANA BOJONGGEDE
10 Menit ke SMA Logos Indonesia

8 Menit ke Pasar Citayam
30 Menit ke Cibinong City Mall
30 Menit ke The Park Sawangan
35 Menit ke Mall Pesona Square
35 Menit ke D'Mall Depok

3 Menit ke Puskesmas Ragajaya
10 Menit ke RS Citama
15 Menit ke Rumah Sakit Citra Arafiq Sawangan
20 Menit ke RS. Harapan Sehati
20 Menit ke Puskesmas Bojong Gede
25 Menit ke RS Citra Medika Depok
25 Menit ke UPTD Puskesmas Kalimulya

7 Menit ke Terminal Citayam
20 Menit ke Terminal Dan Stasiun Bojong Gede
20 Menit ke Terminal Sawangan
30 Menit ke Terminal Kampung Sawah
30 Menit ke GERBANG TOL LIMO UTAMA
30 Menit ke Stasiun Pondok Rajeg
35 Menit ke Gerbang Toll Kayu Manis 1
35 Menit ke Gerbang Tol Kukusan 3
35 Menit ke Gerbang Tol Kukusan 4


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah LT 60 Terawat Akses Dekat Terminal Citayam Sudah Renov J28273,Rp 560 Juta,80 m²,"Citayam, Depok",https://www.rumah123.com/properti/depok/hos39329147/
Depok,Bagus,123 m²,SHM,2200 Watt,Cinere,3,,"Alam Aselih Residence
Jagakarsa - Kota Jakarta Selatan

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 93
LB 123
2 Lantai
3 Kamar Tidur
3 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah
Hadap Barat

Fasilitas Sekitar Hunian:
5 Menit ke Sekolah Dasar Negeri Cipedak 06 Pagi
5 Menit ke SDN Cipedak 05
7 Menit ke SDN Gandul 1
8 Menit ke SMP YAPERMAS
9 Menit ke SDN Gandul 02
10 Menit ke Sekolah Menengah Pertama Utama
10 Menit ke SMAN 97 JAKARTA
15 Menit ke SMAN NEGRI 9 DEPOK

6 Menit ke Pasar Gandul Modern
10 Menit ke Pasar Segar Cinere
15 Menit ke Cinere Bellevue Mall
20 Menit ke One Belpark Mall
20 Menit ke Mall Pesona Square
25 Menit ke D'Mall Depok
30 Menit ke The Park Sawangan

10 Menit ke RS. Ali Sibroh Malisi
10 Menit ke RSU Andhika
10 Menit ke Rumah Sakit Grha Permata Ibu
15 Menit ke Puskesmas Kelurahan Jagakarsa

20 Menit ke Terminal Gedoran Depok Margonda
20 Menit ke Terminal Ragunan
20 Menit ke Gerbang Tol Pondok Pinang
20 Menit ke Stasiun Universitas Pancasila
20 Menit ke Stasiun Pondok Cina
20 Menit ke Stasiun Lenteng Agung
25 Menit ke Stasiun Universitas Indonesia
25 Menit ke Terminal Pondok Cabe


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,3,Rumah 2 Lt SHM Siap KPR 15 Menit ke Cinere Bellevue Mall J30300,"Rp 1,57 Miliar",93 m²,"Cinere, Depok",https://www.rumah123.com/properti/depok/hos39293362/
Jakarta Barat,Bagus,191 m²,SHM,3500 Watt,Cengkareng,3,,"Perumahan Alam Raya
Benda - Kota Tangerang

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.
SHM
LT 120
LB 191
2 Lantai
4 Kamar Tidur
3 Kamar Mandi
Listrik 3500 VA  
Sumber Air PAM
Hadap Timur

Fasilitas sekitar hunian:
10 Menit ke SD Jurumudi
10 Menit ke SMP 21 Tangerang
10 Menit ke SMK Excellent 1
15 Menit ke SD Belendung
20 Menit ke SMA 14 Tangerang

10 Menit ke Pasar Duta Garden
15 Menit ke Pasar Kebon Baru
20 Menit ke Pasar Baru Pintu Air
30 Menit ke Hari Hari Jl. Peta
35 Menit ke Mall Balekota Tangerang

10 Menit ke Puskesmas Jurumudi
15 Menit ke Puskesmas Benda
20 Menit ke RSIA Makiyah
25 Menit ke Sentra Medika Soekarno Hatta
30 Menit ke RSUD Kabupaten Tangerang

20 Menit ke Soekarno Hatta International Airport
20 Menit ke Stasiun Poris
25 Menit Ke Gerbang Tol Kunciran
25 Menit ke Halte Transjakarta Poris
25 Menit ke Halte Bus Terminal 2 Soetta

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,4,Rumah 2 Lt Siap Huni Dekat Bandara Soekarno Hatta Hadap Timur J16910,"Rp 2,19 Miliar",120 m²,"Cengkareng, Jakarta Barat",https://www.rumah123.com/properti/jakarta-barat/hos39278047/
Jakarta Timur,Bagus,50 m²,SHM,1300 Watt,Jakarta Garden City,1,,"Pondok Ungu Permai
Babelan - Kabupaten Bekasi

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 60
LB 50
1 Lantai
3 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA

Fasilitas Sekitar Hunian:
1 menit ke SMP NEGERI 3 BABELAN
3 menit ke SMP Negeri 4 Babelan
3 menit ke SD Negeri Bahagia 06
5 menit ke SD Negeri Kaliabang Tengah 7
6 menit ke SMA NEGERI 3 BABELAN
8 menit ke Sekolah Dasar Negeri Kaliabang Tengah II,V,VI
9 menit ke SD Negeri 02 Kaliabang Tengah
10 menit ke SMA NEGERI 14 BEKASI UTARA

3 menit ke Pasar Pondok Ungu Permai
8 menit ke Pasar Marpungngah
10 menit ke Plaza Taman Harapan Baru

6 menit ke RS. Taman Harapan Baru
6 menit ke Puskesmas Kaliabang Tengah
9 menit ke Rumah Sakit Zainuttaqwa
10 menit ke Puskesmas Bahagia Bekasi
10 menit ke Puskesmas Pejuang
15 menit ke Puskesmas Perwira

7 menit ke Terminal Bayangan Pondok Ungu
25 menit ke Gerbang Tol Marga Jaya 2
25 menit ke Gerbang Tol Bekasi Barat 1
25 menit ke Stasiun Kranji
25 menit ke Stasiun Bekasi
30 menit ke Stasiun Cakung
30 menit ke Gerbang Tol Bekasi Barat 2
30 menit ke Gerbang Tol Cakung 2

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah 3 KT Strategis Akses Dekat AEON Mall Jakarta Garden City Siap Huni J28685,Rp 440 Juta,60 m²,"Jakarta Garden City, Jakarta Timur",https://www.rumah123.com/properti/jakarta-timur/hos39342009/
Jakarta Selatan,Butuh Renovasi,147 m²,SHM,3300 Watt,Kebayoran Baru,3,,"Kondisi property adalah rumah lama tapi masih layak huni dengan material bangunan permanen dan kayu. Lingkungan cukup bagus dan nyaman untuk tinggal. Jalan depan rumah bisa untuk 3 jalur mobil. Lokasi sangat strategis, dekat dg Jl. Senopati ( Jl. Suryo ). Sangat dekat menuju SCBD, GatSu, toll dalam kota, gereja Santa, dan dekat juga ke fasilitas2 umum seperti sekolah, rumah sakit dan lain lain. Sangat cocok untuk dibangun rumah baru baik untuk untuk tinggal, untuk kos, untuk kantor maupun untuk guest house dll. Harga menarik",1,1,4,"Area Senopati / Dkt Scbd Cocok Usaha, Jalan Lebar Rumah Lama",Rp 15 Miliar,317 m²,"Kebayoran Baru, Jakarta Selatan",https://www.rumah123.com/properti/jakarta-selatan/hos14265876/
Jakarta Selatan,Bagus,168 m²,SHM,6600 Watt,Cilandak,3,,"Rumah bergaya townhouse di Cilandak.

Dapatkan rumah 2 lantai yang modern ini,  dijual dengan pemandangan indah yang menambah nilai estetika di lingkungan hunian. Rumah ini berada di wilayah Dekat Kawasan Bisnis & Industri serta menawarkan lingkungan fasilitas yang lengkap, cocok untuk Anda yang menginginkan hunian strategis.

Spesifikasi Utama Properti:

  - Kamar Tidur: 3
  - Kamar Mandi: 3
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Daya Listrik: 6600 W
  - Arah Bangunan: Menghadap Timur
  - Kondisi Perabotan: Semi Furnished

Dilengkapi dengan:

  - Wastafel.
  - Mesin Cuci.
  - Kitchen Set.
  - Kulkas.
  - Kompor.
  - Pemanas Air.
  - Keamanan 24 jam.
  - Akses Parkir.
  - One Gate System.
  - Tempat Laundry.
  - Masjid.
  - Taman.
  - CCTV.
  - Tempat Jemuran.
  - Taman.
  - Jalur Telepon.
  - Tempat Jemuran.
  - Taman.
  - Jalur Telepon.
  - Tempat Gym.

Fitur unggulan:

  - Bisa KPR.
  - Siap Huni.
  - Bebas Banjir.
  - Lingkungan Islami.
  - Dekat Akses KRL.
  - Dekat Akses Transjakarta.
  - Dekat Akses Bus Kota.
  - Dekat Akses MRT.
  - Dekat Akses LRT.
  - Dekat Akses Bandara.
  - Dekat Sekolah Internasional.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Negeri.
  - Dekat Universitas.
  - Dekat Fasilitas Kesehatan.
  - Dekat Tempat Wisata.
  - Dekat Tempat Ibadah.
  - Dekat Taman Kota.
  - Dekat Landmark.
  - Lokasi di Pusat Kota.
  - Dekat Kawasan Bisnis & Industri.
  - Adem & Sejuk.
  - Lingkungan Tenang dan Damai.
  - Pemandangan City View.
  - Cocok Untuk Investasi.
  - Cocok Untuk Dijual Kembali.
  - Aset Kepemilikan Pribadi (Tangan Pertama).
  - Properti Bisa Nego.
  - Akses Jalan Muat 2 Mobil.
  - Properti Eksklusif.
  - Properti Mewah.
  - Bisa KPR.
  - One Gate System.
  - Lokasi Strategis.

Terletak di Cilandak, rumah ini memberikan kemudahan akses ke berbagai fasilitas menarik.

Dengan harga Rp. 4.300.000.xxx, anda bisa memiliki hunian eksklusif yang sudah siap huni dan bersertifikat SHM - Sertifikat Hak Milik. Jangan lewatkan kesempatan untuk menikmati investasi di kawasan Cilandak yang nyaman ini!

Kontak segera untuk informasi lebih lanjut!",2,2,3,Rumah 2 Lantai Dekat Area Perkantoran Tb.simatupang Dalam Townhouse Mewah Jaksel,"Rp 4,3 Miliar",151 m²,"Cilandak, Jakarta Selatan",https://www.rumah123.com/properti/jakarta-selatan/hos39082713/
Jakarta Utara,Baru,140 m²,Lainnya,Lainnya,Pantai Indah Kapuk 2,3,,"FOR SALE

Cluster Denver Favorit
8x15
4+1 Kamar Tidur
3+1 Kamar Mandi
2 Lantai
Dekat danau
Unit rapih minim renov

Samuel
0895627732xxx
Infinite Estate PIK",2,2,4,Rumah 8x15 Pik 2 Cluster Denver Termurah Bagus,"Rp 4,2 Miliar",120 m²,"Pantai Indah Kapuk 2, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos17568080/
Jakarta Selatan,Bagus,117 m²,SHM,2200 Watt,Cilandak,3,,"Perumahan Gunung Indah Ciputat
Ciputat Timur - Kota Tangerang Selatan

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 60
LB 117
2 Lantai
2 Kamar Tidur
3 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah

Fasilitas Sekitar Hunian:
3 Menit ke SD Tahfizh Jabal Rahmah
4 Menit ke SD NEGERI CIREUNDEU 01
4 Menit ke SMA Negeri 8 Tangerang Selatan
6 Menit ke Sekolah Dasar Negeri Cireundeu 02
6 Menit ke SD Negeri Cireundeu 03
7 Menit ke SMP Muhammadiyah 17 Ciputat
8 Menit ke SMA, SMK TRIGUNA CIPUTAT
9 Menit ke SMP - SMK ISLAM RUHAMA

7 Menit ke Plaza Kertamukti
7 Menit ke LOTTE Grosir Ciputat
7 Menit ke Pasar Gintung
10 Menit ke Living Plaza Ciputat
10 Menit ke Pasar Pagi Bona Indah

4 Menit ke Puskesmas Cireundeu
6 Menit ke UPT Puskesmas Ciputat Timur
8 Menit ke Rumah Sakit Syarif Hidayatullah
9 Menit ke Rumah Sakit Hermina Ciputat
9 Menit ke Rumah sakit adhyaksa
9 Menit ke Rumah Sakit Hermina Ciputat
15 Menit ke Puskesmas Pisangan
15 Menit ke Mayapada Hospital Jakarta Selatan (MHJS)

9 Menit ke Terminal Lebak Bulus
10 Menit ke Stasiun MRT Lebak Bulus Grab
15 Menit ke Stasiun Pondok Ranji
15 Menit ke Gerbang Tol Veteran
20 Menit ke Gerbang Tol Bintaro Viaduct
20 Menit ke Gerbang Tol Pondok Ranji
20 Menit ke Gerbang Tol Brigif 1
25 Menit ke Gerbang Tol Pondok Aren


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,2,Rumah 10 Menit ke Stasiun MRT Lebak Bulus Grab Siap Huni Dibantu KPR J32095,"Rp 2,01 Miliar",60 m²,"Cilandak, Jakarta Selatan",https://www.rumah123.com/properti/jakarta-selatan/hos39350972/
Jakarta Timur,Bagus,140 m²,SHM,2200 Watt,Cipayung,2,,"Perumahan Grand Kartika
Ciracas - Kota Jakarta Timur

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 98
LB 140
2 Lantai
4 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA
Sumber Air PDAM
Hadap Timur

Fasilitas Sekitar Hunian:
2 Menit ke SD Kartika XIII-1
3 Menit ke SMP NEGERI 147 JAKARTA
4 Menit ke Sekolah Dasar Negeri Cibubur 05 Pagi
7 Menit ke SD Islam Ibnu Hajar
8 Menit ke SDN Pondok Ranggon 04 Pagi
10 Menit ke SMPN 230 Jakarta
10 Menit ke SMA Negeri 99 Jakarta Timur

8 Menit ke Cibubur Junction
9 Menit ke Trans Studio Mall Cibubur
9 Menit ke Pasar Jaya Cibubur
10 Menit ke Pasar Cisalak
15 Menit ke Citimall Cimanggis
15 Menit ke Grand Mall Cimanggis
15 Menit ke Mal Ciputra Cibubur

8 Menit ke Puskesmas Kelurahan Cibubur
10 Menit ke Rumah Sakit Meilia
10 Menit ke Rumah Sakit Permata Cibubur
10 Menit ke RSUD Ciracas
10 Menit ke UPTD Puskesmas Harjamukti
15 Menit ke Puskesmas Kecamatan Ciracas

7 Menit ke Gerbang Tol Cibubur 3
9 Menit ke Gerbang Tol Cimanggis 3
15 Menit ke Gerbang Tol Cisalak 1
15 Menit ke Terminal Kampung Rambutan
20 Menit ke Gerbang Tol Cimanggis 2
20 Menit ke Gerbang Tol Cimanggis 4
25 Menit ke Stasiun Universitas Pancasila
25 Menit ke Stasiun Universitas Indonesia
25 Menit ke Stasiun Pondok Cina
25 Menit ke Stasiun Lenteng Agung


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,4,Rumah LB 140 Hadap Timur 8 Menit ke Cibubur Junction Siap KPR J26467,"Rp 2,01 Miliar",98 m²,"Cipayung, Jakarta Timur",https://www.rumah123.com/properti/jakarta-timur/hos39327937/
Jakarta Utara,Bagus,450 m²,SHM,Lainnya,Kelapa Gading,5,,"RUMAH ISTIMEWA JARANG ADA
- DALAM KOMPLEK ONE GATE SYSTEM
- LUAS 9X17
- 3 LANTAI FULL
- 6+1 KT
- 4+1 KM
- FURNISH, LANTAI PARKET
- CARPORT 3 MOBIL
- JALANAN 3 ROW
- SHM, IMB LENGKAP
- HADAP BARAT DAYA
- HARGA NEGO

- HUB ARI GADINGPRO",3,3,6,"Turun Harga, Rumah 3 Lantai Minimalis, Janur Elok, 9x17, Lebar Jalan 3 Mobil, Jual Cepat","Rp 5,5 Miliar",153 m²,"Kelapa Gading, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos39040809/
Jakarta Utara,Bagus,400 m²,Lainnya,Lainnya,Pantai Indah Kapuk,4,,"Di jual

Rmh grisenda

10x20 m 2lt

Kt 4+1 km 4+1

6.350 m

//AE",2,1,4,Dijual Rumah Mewah 2 Lantai Grisenda Ukuran 10x20 m,"Rp 5,8 Miliar",200 m²,"Pantai Indah Kapuk, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos19495893/
Jakarta Utara,Bagus,300 m²,HGB,Lainnya,Pantai Indah Kapuk,3,,"Rumah Golf Island 
Ukuran 8x20
LT = 160 m2
LB = 300 m2
2 Lantai, ada dak di lantai 3
KT : 4 + 1
KM:  3 + 1
Semi Furnished
AC : 7
lagi nunggu proses HGB
Kitchen Set
Kulkas + Kompor + Oven + Dish Washer
Jendela + Kawat Nyamuk
Lemari di lantai 1 + space storage

Harga 6M Nego

Pembayaran Prefer cash keras 

Hub Ari Gadingpro Kelapa Gading 

terima Titip Jual Beli Properti",3,2,4,"Murah, Golf Island Sudah Renovasi Dan Furnish 8x20 3 Lantai Bisa Kpr",Rp 6 Miliar,160 m²,"Pantai Indah Kapuk, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos39223322/
Tangerang Selatan,Bagus,42 m²,SHM,1300 Watt,Pamulang,1,,"Botanica Valley
Gunung Sindur - Kabupaten Bogor

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 104
LB 42
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air Tanah
Hadap Selatan

Fasilitas Sekitar Hunian:
9 menit ke SMPS Tazkia Insani

12 menit ke SD Negeri Pondok Petir 1

12 menit ke Sekolah Dasar Islam Al Amanah

13 menit ke SD Islam Azmia

14 menit ke SD Negeri Pondok Petir 3

12 menit ke PASAR PAGI PONDOK BENDA

12 menit ke Mall Paradise Walk Serpong

19 menit ke Living Plaza Pamulang

24 menit ke The Park Sawangan

31 menit ke Teraskota Entertainment Center

32 menit ke The Breeze BSD City

11 menit ke RSU Hermina Serpong

20 menit ke Puskesmas Serpong II

25 menit ke RSU Kota Tangerang Selatan

28 menit ke Rumah Sakit Selaras

28 menit ke Rumah Sakit Sari Asih Ciputat

21 menit ke Terminal Bus Parung

23 menit ke Stasiun KA Serpong

29 menit ke Gerbang Tol Serpong 2

32 menit ke Gerbang Tol BSD Barat 1

33 menit ke Gerbang Tol Pondok Ranji

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah SHM Luas Siap Huni 12 menit ke Mall Paradise Walk Serpong J21161,Rp 780 Juta,104 m²,"Pamulang, Tangerang Selatan",https://www.rumah123.com/properti/tangerang-selatan/hos39311144/
Surabaya,Bagus,250 m²,SHM,3300 Watt,Rungkut,3,,"Dijual rumah dg lokasi strategis didaerah Prapen Indah   (Tengah kota Sby dekat Rs Ubaya, Hotel2, Burger Kings dll)           Spesifikasi rumah:

* ⁠Luas Tanah 165 M2
* ⁠Luas Bangunan 250    M2 ( Full Bangunan)
* ⁠PDAM
* ⁠Litrik 3500 watt
* ⁠Sertifikat SHM
* ⁠2 Lantai
* ⁠Kamar Tidur 3
* ⁠Kamar Tidur ART 1
* ⁠Kamar Mandi 3
* Kamar mandi dalam kamar 1
* ⁠Gudang
* ⁠Car port                                * Hadap Selatan                     * Row 3 mobil
*Tandon bawah
*Tandon atas
*Harga 3.25 M Nego",2,1,3,Dijual Rumah Lokasi Strategis Didaerah Prapen Indah,"Rp 3,28 Miliar",165 m²,"Rungkut, Surabaya",https://www.rumah123.com/properti/surabaya/hos19463650/
Tangerang Selatan,Bagus,220 m²,SHM,3500 Watt,Bintaro,3,,"Jual rumah 3 Unit : 
*Bangunan Mandiri & Brandnew*

lokasi Puri Bintaro sektor IX 
bintaro jaya 
Tangsel 

luas tanah 110 M 
luas tanah 113 M 
luas tanah 119 M 

luas bangunan 220 M
kamar tidur 4+1 
kamar mandi 3+1 
2 lantai 
kitchen set 
listrik 3500 watt 

*Harga 3,3 M negoo*
( All unit )",2,1,4,Rumah Brandnew Bangunan Mandiri Di Puri Bintaro,"Rp 3,3 Miliar",119 m²,"Bintaro, Tangerang Selatan",https://www.rumah123.com/properti/tangerang-selatan/hos38945421/
Tangerang Selatan,Bagus,150 m²,SHM,Lainnya,Serpong,2,,"Perumahan Gria Jakarta Pamulang
Pamulang - Kota Tangerang Selatan

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.
 
SHM
LT 200
LB 150
1 Lantai
3 Kamar Tidur
1 Kamar Pembantu
2 Kamar Mandi
Sumber Air PDAM
Hadap Timur

Fasilitas Sekitar Hunian:
1 Menit ke SDN Pamulang Barat
5 Menit ke SD Negeri Ciledug Timur
7 Menit ke SD Abdan Syakuro Tahfidz School
8 Menit ke SD Negeri Ciledug Barat
8 Menit ke SMP NEGERI 17 TANGERANG SELATAN
8 Menit ke SMAN 6 TANGERANG SELATAN
10 Menit ke SMA Negeri 3 Kota Tangerang Selatan

6 Menit ke Pasar Kita Pamulang Kota

5 Menit ke Puskesmas Pamulang
5 Menit ke RSIA. Buah Hati Pamulang
6 Menit ke RSIA Permata Sarana Husada
8 Menit ke Puskesmas Kelurahan Bambu Apus
10 Menit ke Puskesmas Benda Baru

15 Menit ke Terminal Pondok Cabe
15 Menit ke Gerbang Tol Pamulang
20 Menit ke Stasiun Sudimara
20 Menit ke Gerbang Tol Serpong 7
25 Menit ke Gerbang Tol Serpong 1
25 Menit ke Stasiun Jurang Mangu


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,3,Rumah LT 200 Hadap Timur dekat Mall Paradise Walk Serpong Siap KPR J24313,"Rp 1,66 Miliar",200 m²,"Serpong, Tangerang Selatan",https://www.rumah123.com/properti/tangerang-selatan/hos39323840/
Tangerang Selatan,Bagus,80 m²,SHM,Lainnya,Pamulang,3,,"Perumnas Suradita
Cisauk - Kabupaten Tangerang

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 98
LB 80
1 Lantai
4 Kamar Tidur
3 Kamar Mandi

Fasilitas Sekitar Hunian:
3 Menit ke SDN PERUM SURADITA
4 Menit ke MIS NURUL FALAH SURADITA
4 Menit ke SD NEGERI RAHAYU SURADITA
7 Menit ke SMP Negeri 3 Cisauk
8 Menit ke SD Zakaria
9 Menit ke SMAN 28 Kabupaten Tangerang
10 Menit ke SMPN 2 Cisauk
10 Menit ke SMP DEWANTARA
20 Menit ke SMAN 1 Gunungsindur

7 Menit ke PASAR PAGI SURADITA
8 Menit ke Pasar Cicangkal
20 Menit ke ITSU AEON MALL BSD
20 Menit ke AEON Mall BSD City
20 Menit ke The Breeze BSD City
25 Menit ke ITC BSD City
35 Menit ke Mall Paradise Walk Serpong

3 Menit ke Puskesmas Suradita
5 Menit ke Rumah Sakit Selaras
15 Menit ke Puskesmas Cisauk
25 Menit ke RS PENA 98
25 Menit ke Eka Hospital
25 Menit ke Puskesmas Pagedangan
30 Menit ke RSU Hermina Serpong

15 Menit ke Stasiun Cisauk
15 Menit ke Terminal Intermoda BSD
15 Menit ke Gerbang Tol BSD Barat 1
20 Menit ke Stasiun Cicayur
20 Menit ke Stasiun serpong
25 Menit ke Gerbang Tol Serpong 2
30 Menit ke Terminal Parung Panjang
35 Menit ke Gerbang Tol BSD Timur 2
35 Menit ke Gerbang Tol Serpong 3


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,4,Rumah Seken 1 Lantai Dekat Pamulang 15 Menit ke Terminal Siap Huni J-30827,Rp 780 Juta,98 m²,"Pamulang, Tangerang Selatan",https://www.rumah123.com/properti/tangerang-selatan/hos39352307/
Surabaya,Bagus,110 m²,SHM,2200 Watt,Rungkut,3,,"Kesempatan terbatas buat Anda dapatkan rumah strategis dengan return investasi tinggi di Rungkut, Surabaya.

Rumah ini menawarkan lokasi yang strategis serta memiliki nilai tepat yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum.

Kondisi properti ini bagus dan memiliki desain modern yang menambah daya tarik dan estetika properti ini. Rumah ini berada di wilayah perumahan/komplek.

Detail Properti ini adalah:

  - Kamar Tidur: 4
  - Kamar Mandi: 3
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Daya Listrik: 2200 watt
  - Arah Bangunan: Menghadap Selatan
  - Kondisi Perabotan: Semi Furnished

Tersedia berbagai fasilitas lengkap, seperti:

  - Wastafel.
  - Kitchen Set.
  - Keamanan 24 jam.
  - Masjid.
  - Akses Parkir.
  - Tempat Jemuran.
  - Jalur Telepon.
  - Taman.
  - Lapangan Basket.
  - Tempat Gym.

Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:

  - Bisa KPR.
  - Cicilan Bertahap.
  - Dekat Akses Bandara.
  - Dekat Sekolah Negeri.
  - Dekat Universitas.
  - Dekat Fasilitas Kesehatan.
  - Dekat Tempat Wisata.
  - Dekat Tempat Ibadah.

Lokasi Strategis terletak di Rungkut, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.

Harga yang sangat kompetitif yaitu, Rp. 1.680.000.xxx, rumah ini siap menjadi milik Anda!

Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti eksklusif ini milik Anda.",1,2,4,Dijual Rumah Medokan Asri Barat Selangkah Ke Bandara,"Rp 1,68 Miliar",100 m²,"Rungkut, Surabaya",https://www.rumah123.com/properti/surabaya/hos19590552/
Jakarta Utara,Renovasi Minimum,150 m²,SHM,2200 Watt,Sunter,3,,"Lokasi strategis
akses dekat jalan raya 
keamanan 24 jam 
bebas banjir
jalan lebar 
depan taman 
hadap timur",3,1,3,Dijual Sunter Sacna Nusantara Jakarta Utara,"Rp 2,95 Miliar",117 m²,"Sunter, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos39338715/
