bathrooms,land_size_m2,building_age,electricity_power,district,location,description,city,certificate,url,bedrooms,property_condition,price_in_rp,building_size_m2,title,carports,floor_count
1,90 m²,,1300 Watt,Ciwastra,"Ciwastra, Bandung","Hunian nyaman dan strategis di kawasan Pesona Ciwastra Village, cocok untuk keluarga kecil atau pasangan muda.

Spesifikasi:
	•	Luas Tanah: 90 m²
	•	Luas Bangunan: 60 m²
	•	Kamar Tidur: 2
	•	Kamar Mandi: 1
	•	Air: Jet pump
	•	Listrik: 1300 Watt
	•	Carport untuk 1 mobil

Harga Sewa: Rp 32.000.000 per tahun

Tertarik? Hubungi Irish di 0851 7117 8xxx untuk informasi lebih lanjut atau jadwal survei.
rad",Bandung,SHM,https://www.rumah123.com/properti/bandung/hor39173785/,2,Bagus,Rp 32 Juta/tahun,60 m²,Disewakan Rumah Di Pesona Ciwastra Village – Siap Huni,1,1
3,345 m²,,4400 Watt,Sukajadi,"Sukajadi, Bandung","Disewakan Rumah Cantik Mewah Siap Huni BudiSari

Luas tanah 345mtr
Luas bangunan 350mtr
Lebar ±10mtr
Hadap BARAT
Kamar tidur 4+1
Kamar mandi 3+1
Taman depan & blk
Carport 2
Garasi 2
Listrik 4400watt
Air PAM&JETPUMP
Harga 150juta/th (min 2th) 


EKA",Bandung,SHM,https://www.rumah123.com/properti/bandung/hor19319998/,4,Bagus,Rp 150 Juta/tahun,350 m²,RUMAH CANTIK MEWAH 2 LANTAI SIAP HUNI DI BUDISARI BANDUNG,2,2
3,85 m²,,Lainnya,Kopo,"Kopo, Bandung","Disewakan Rumah bangunan Baru di Taman Kopo Indah 
Hadap selatan
Lt: 85M Lb: 115M
KT: 3 KM: 2+1
Carport, listrik 3.500watt
Air Submersible
Semua kamar sudah pakai lantai Vinnyl
Rumah sudah dilengkapi dengan smarthome. Anda dapat akses pintu, lampu dan cctv dari handphone Anda.
Sudah terpasang full Kitchen set cantik, Filter Air, dan Cctv 5 titik.
Harga sewa 60 juta / thn 
Minimal 2 thn 
Deposit 5 juta 
Nb
-Tdk boleh bawa hewan 
-Sudah terpasang wifi indihome 50mbps @330rb/bulan, wajib lanjut.
 (Wifi perlu untuk penyewa mengakses cctv)
-ipl hanya RT 50rb/bulan
-Mulai 1 May 2025 (masih ada penyewa hingga 22 April 2025)
cifa bpro 089609999xxx",Bandung,SHM,https://www.rumah123.com/properti/bandung/hor19587436/,3,Bagus,Rp 60 Juta/tahun,115 m²,Rumah Minimalis Kopo 2 Lantai Bagus,1,2
2,200 m²,,4400 Watt,Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung","Disewakan Rumah KBP 

Luas tanah : 200m²
Luas bangunan: 185m²
Kamar Tidur:4
Kamar Mandi: 2
Air: Artesis KBP
Listrik: 4000Watt
Deposit : 10jt

Harga sewa: 110jt/th

Siuj",Bandung,SHM,https://www.rumah123.com/properti/bandung/hor18787934/,4,Bagus,Rp 110 Juta per tahun,185 m²,Sewa Rumah Siap Huni di Cluster Kota Baru Parahyangan Bandung,,1
1,96 m²,,Lainnya,Margaasih,"Margaasih, Bandung","Sewa Rumah di Cluster Sherwood Taman Kopo 5
 
Luas Tanah : 96
Dimensi 6x16
Luas Bangunan : 70
Air : summer sibble 60 meter
Listrik : 2200
Kamar tidur : 2
Kamar Mandi : 1 
(shower, closet, wastafel)
Full renov
Hadap barat
Lantai 1
Carport 1

Harga 40 jt / tahun



ACG xmsi",Bandung,Lainnya,https://www.rumah123.com/properti/bandung/hor17468085/,2,,Rp 40 Juta per tahun,70 m²,RUMAH CLUSTER SHERWOOD TAMAN KOPO 5,1,1
3,398 m²,,5500 Watt,Sukajadi,"Sukajadi, Bandung","Rumah Strategis Sayap Pasteur di Jalan Sukamulya Cocok Banget Untuk Tinggal Maupun Usaha

Luas tanah 398 m² 
Luas bangunan 580 m²
4+1 Kamar tidur, 
3 Kamar mandi
Garasi 2, Carport 3
Listrik 3300 watt
Air Pdam

Selling point :
- Strategis 
- Akses dekat tol Pasteur
- Area kost2an mahasiswa & karyawan
- Cocok untuk tempat tinggal, kantor, tempat bimbel, dan usaha lainnya.

Hrg Special : 150 Juta/th",Bandung,SHM,https://www.rumah123.com/properti/bandung/hor19584880/,4,Bagus,Rp 150 Juta/tahun,580 m²,Perumahan Sukamulya Indah - Bangunan & Lokasi Bagus Cocok Untuk Tinggal / Kantor ( Harga Nego ),5,2
3,90 m²,,2200 Watt,Taman Palem,"Taman Palem, Jakarta Barat","Ayo segera hubungi marketing Hansen N Theo untuk info lebih lanjut.

"" Make Transaction Safe and Comfortable ''

Lokasi Tenang, Keamanan Terjamin, Asri
Dekat dengan sekolah-sekolah terbaik di Jakarta Barat
Lokasi terbaik dan jarang ada

Siap memberi rekomendasi Property dan KPR sesuai kebutuhan anda.
Bisa Titip Jual atau Sewa Property

Kode Listing: SR14

Fast Respon dengan WA",Jakarta Barat,SHM,https://www.rumah123.com/properti/jakarta-barat/hor17863305/,4,Bagus,Rp 65 Juta/tahun,120 m²,Disewakan Rumah Sebelah Mall Green Sedayu Di-taman Palem Lestari,1,2
1,120 m²,,1300 Watt,Bukittinggi Kota,"Bukittinggi Kota, Bukittinggi","Rumah yang memiliki ruang tamu, dapur dengan 2 kamar Tidur,  dan kamar mandi dan closed terpisah. 
memiliki listrik dan air sendiri. 
Rumah butuh perbaikan atau renovasi...yang nantiya perbaikan akan mengunakan uang sewa.




Hubungi :
Bp. Welly
0852 1739 3xxx Telp / WA
0818 0625 1xxx  Telp / SMS. .",Bukittinggi,Lainnya,https://www.rumah123.com/properti/bukittinggi/hor8413186/,2,,Rp 12 Juta/tahun,80 m²,Rumah Di Bukittinggi. Tarok.strategis. Dilewati Angkot.,,
2,90 m²,,2200 Watt,Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Kota Baru Parahyangan, Bandung.

Rumah ini menawarkan kelengkapan fasilitas serta memiliki nilai tepat yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum.

Kondisi properti ini bagus dan memiliki desain unik yang menambah daya tarik dan estetika properti ini. Rumah ini berada di wilayah strategis.

Detail Properti ini adalah:

  - Kamar Tidur: 2
  - Kamar Mandi: 2
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Daya Listrik: 2200 watt
  - Arah Bangunan: Menghadap Timur Laut
  - Kondisi Perabotan: Furnished

Tersedia berbagai fasilitas lengkap, seperti:

  - Wastafel.
  - Kitchen Set.
  - Kulkas.
  - Kompor.
  - Pemanas Air.
  - Keamanan 24 jam.
  - Akses Parkir.
  - Kolam Renang.
  - One Gate System.
  - Tempat Laundry.
  - Masjid.
  - Taman.
  - CCTV.
  - Taman.
  - Jalur Telepon.
  - Taman.
  - Jalur Telepon.
  - Lapangan Tenis.
  - Lapangan Bulutangkis.
  - Tempat Gym.

Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:

  - Full Furnished.
  - Siap Huni.
  - Bebas Banjir.
  - Dekat Sekolah Internasional.
  - Dekat Universitas.
  - Dekat Fasilitas Kesehatan.
  - Lingkungan Tenang dan Damai.
  - Properti Bisa Nego.
  - Akses Jalan Muat 2 Mobil.
  - Lokasi Strategis.
  - Lokasi Bebas Banjir.
  - One Gate System.

Lokasi Strategis terletak di Kota Baru Parahyangan, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.

Harga yang sangat kompetitif yaitu, Rp. 7.500.000, rumah ini siap menjadi milik Anda!

Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti asri ini milik Anda.",Bandung,SHM,https://www.rumah123.com/properti/bandung/hor38870073/,2,Bagus,Rp 90 Juta/tahun,51 m²,DISEWA RUMAH FULL FURNISH KOTA BARU PARAHYANGAN,1,1
3,120 m²,,Lainnya,Puri Indah,"Puri Indah, Jakarta Barat","Disewakan

Rumah Puri Indah

Uk : 6x20 (120m2)
1.5lantai
KT : 3+1
KM : 3
AC ada 3unit

Harga 75juta

AIFIN MONICA
087782978xxx
Era Fiesta PIK",Jakarta Barat,SHM,https://www.rumah123.com/properti/jakarta-barat/hor39113561/,3,Bagus,Rp 75 Juta/tahun,180 m²,Disewakan Rumah Puri Indah 6x20 Rapih,1,2
2,50 m²,,1300 Watt,Cengkareng,"Cengkareng, Jakarta Barat","Disewakan : 
rumah bagus n unfurnish
Golden Palm
4x 12.5m2
2 lantai
2 kamar mandi
2 kamar tidur
Shm
1300watt
Pam
Harga 40jt/ tahun 
minimal 2 tahun",Jakarta Barat,SHM,https://www.rumah123.com/properti/jakarta-barat/hor18985443/,2,Bagus,Rp 40 Juta per tahun,90 m²,Disewakan.rumah Kosong Bagus Di Golden Palm 2 Lantai,,2
3,215 m²,,3500 Watt,Renon,"Renon, Denpasar","Rumah Disewa Denpasar Disewakan rumah baru di Renon lokasi strategis di komplek perumahan,dekat sekolah, dekat comersial area kafe, resto , tempat Gym ,10 menit ke lapangan Renon",Denpasar,SHM,https://www.rumah123.com/properti/denpasar/hor39340884/,5,,Rp 130 Juta/tahun,250 m²,Rumah baru di Renon,,1
4,38 m²,,3500 Watt,Cengkareng,"Cengkareng, Jakarta Barat","Disewakan cepat Rumah baru 3 lantai di Akasia, Cengkareng Timur, dekat dengan sekolah STRADA, klinik, RSUD, dll.

Spesifikasi Rumah disewakan:
* Rumah baru 3 lantai
* LT/LB: 38/100 m2
* Luas tanah: 3.5x11 mtr
* SHM, IMB, PBB lengkap
* 4 KT, 4 KM
* 2 KT dilengkapi kamar mandi pribadi
* Listrik 3500 W
* Air Sumur Bor + jetpump + Toren Air
* Ada tempat cuci dan jemur
* Carport 1 mobil
* Rumah hadap Timur
* Akses bagus dan lega
* Jalan depan Rumah 2 mobil
* Rumah rapi dan siap huni
* Sirkulasi udara bagus, rumah adem.

Harga Rumah disewakan: 40 juta / tahun nego + Deposit (Uang Jaminan) 5 juta.
Note: Rumah ready.

Lokasi dekat dengan Jalan Ring Road Cengkareng, ke Puri Indah, Bandara Soetta, Pluit, PIK, Kapuk, Mall Taman Palem, Mall Green Sedayu, Taman Palem Lestari dan sekitarnya.

Hub: 08197889xxx / 083878531xxx.",Jakarta Barat,SHM,https://www.rumah123.com/properti/jakarta-barat/hor10060292/,4,Bagus,Rp 40 Juta/tahun,100 m²,"Disewakan Cepat Rumah 3 Lantai Di Kapuk, Cengkareng",1,3
7,430 m²,,16500 Watt,Kemang,"Kemang, Jakarta Selatan","[KEMANG] For Rent Brand New House Modern Tropical Full Furnished With Private Lift at Kemang Jakarta Selatan.
SPESIFIKASI: 

* LT/LB 430/700M2.
* 4 BR / 7 Bathroom.
* 3 Maid BR / 1 Maid Bathroom
* 1 Store Room.
* Living Room 1st & 2nd Floor.
* Service Area & Laundry at 3rd Floor
* Rooftop
* Private Lift.
KONDISI RUMAH:
* Full Furnished 
* Brand NewHouse 
* Compound. 

FASILITAS:
* One Gate System
* Halaman: Depan
* Swimming Pool
* Internet and  TV Cable Ready
* Teras Belakang
* CCTV
* Lights all LED
* Ruang Tamu
* Entertainment Room 
* Ruang Keluarga
* Big Kitchen
* Ruang Kerja / Library
* Dry Kitchen
* Wet Kitchen 
* Water Heater Solahart.

PRICE:
* $ 23M
* 4.500/mth min 1year negotiable…",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor18678525/,5,Bagus,Rp 876 Juta/tahun,700 m²,"Rumah Terawat Siap Huni Furnished di Kemang, Akses Jalan Besar dan Bebas Banjir , Jakarta Selatan",2,2
3,1000 m²,,10000 Watt,Kemang,"Kemang, Jakarta Selatan","Lokasi dekat ke Hero , Ranch Market, Lippo Mall, Simatupang, Antasari , Pejaten Area dan sekolah internasional

Bebas banjir dan jalan 2 mobil

Dekat ke Kebayoran Baru, tol Jorr Simatupang",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor10847773/,5,Sudah Renovasi,Rp 500 Juta per tahun,600 m²,"Rumah Kontrakan Unfurnished Sudah Renovasi Shm Di Jl Kemang Selatan, Kemang",4,1
2,70 m²,,2200 Watt,Tebet,"Tebet, Jakarta Selatan","Rumah dengan bangunan minimalis 1 lantai sangat cocok untuk pasangan muda atau keluarga kecil. Lokasi sangat strategis hanya sekali belok dari jalan raya serta akses dekat ke MT Haryono, Akses Tol Dalam & Luar Kota, Cawang, Stasiun KA Tebet, Pancoran, Gatot Subroto, Soepomo, Sahardjo, Kuningan, Kampung Melayu dan Casablanca. Dikelilingi fasilitas publik seperti Pasar Tradisional, Alfa Midi Supermarket (24 Jam), Minimarket Alfa Mart, Electronic City, Sekolah Umum (TK, SD, SMP, SMA), Puskesmas, Kantor Pos, Bank BCA, BNI, Panin Bank, BTN, BRI, Mandiri Serta Puluhan Tempat Kuliner Sesuai Selera Anda

Call WA 082124506xxx
Email: fadjar49@yahoo.com
FT Property",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor2627978/,2,Sudah Renovasi,Rp 67 Juta/tahun,55 m²,RUMAH STRATEGIS HARGA MINIMALIS DI TEBET,,1
2,100 m²,,10000 Watt,Kemang,"Kemang, Jakarta Selatan","Disewakan rumah Dalam komplek, pool, furnished, akses jalan mudah, 3 kt,2 km, pool, carport 2 mobil, 270 jt/th nego.",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor19534785/,3,Bagus,Rp 270 Juta/tahun,250 m²,Rent / Sewa Kemang Area 270 Jt/ Th. Nego.,2,3
3,240 m²,,4400 Watt,Kalibata,"Kalibata, Jakarta Selatan","Disewakan Rumah di Jl. Kalibata Tengah
(Lokasi strategis, siap huni!)

Spesifikasi:
Luas Tanah/Bangunan: 240 m² / 200 m²
Listrik: 4800 watt (Token, atas & bawah)
Air: Sumur tanah dengan pompa
Sertifikat: SHM (Sertifikat Hak Milik)
Bangunan 2 Lantai:

Lantai 1:
Ruang tamu / ruang TV
Dapur
1 kamar tidur utama + kamar mandi dalam
1 kamar tidur tamu
1kamar pembantu
Tempat cuci

Lantai 2:
Ruang tamu / ruang TV
Dapur
1 kamar tidur utama + kamar mandi dalam
1 kamar tidur tamu dengan kamar mandi dalam
1 kamar pembantu + kamar mandi
Ruang cuci
Total Kamar Tidur: 4+2
Total Kamar Mandi: 2+2
Carport: Muat hingga 4 mobil
Minimal sewa: 2 tahun
PBB ditanggung pemilik
Pajak & biaya lain ditanggung penyewa

Segera hubungi untuk info lebih lanjut dan jadwal survei!",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor39018233/,5,Bagus,Rp 235 Juta/tahun,2000 m²,"Disewakan Rumah 2 Lantai Kalibata Tengah, Siap Huni",4,2
4,327 m²,,Lainnya,Pondok Indah,"Pondok Indah, Jakarta Selatan","Disewakan Rumah Bagus Strategis di Pondok Indah
lt: 327
Lb: 400
KT: 5+2
KM: 4+1
Dapur bersih & Kotor
Private Pool
Garasi 2
Carpot 2
Listrik 16500
Keamanan 24 jam
Lingkungan Asri
Harga sewa USD 3300/bln
minimal 2 thn",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor39034871/,5,Bagus,Rp 665 Juta/tahun,400 m²,Disewakan Rumah Bagus Strategis Di Pondok Indah,2,2
5,217 m²,,Lainnya,Kebayoran Baru,"Kebayoran Baru, Jakarta Selatan","Rumah baru
One gate sistem
keamanan 24 jam
2 menit ke pondok indah mall
4 menit ke MRT H nawi
6 menit ke RS kebayoran baru
7 menit ke sekolah mentari
7 menit ke RS pondok indah
harga nego sampai deal",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor39073469/,6,Sudah Renovasi,Rp 250 Juta/tahun,380 m²,Rumah Baru 2 Lantai Dalam Komplek.bebas Banjir,1,2
2,60 m²,,Lainnya,Kebagusan,"Kebagusan, Jakarta Selatan","Disewakan Rumah 2 Lantai Dalam Cluster Kebagusan Raya

lt. 60
lb. 70
2 K. tidur
2 K. mandi
2 Carport
listrik 2200 w
ipl 660rb

harga sewa 85 jt/thn
deposit rp. 10jt",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor39233762/,2,Bagus,Rp 85 Juta/tahun,70 m²,Disewakan Rumah 2 Lantai Dalam Cluster Kebagusan Raya,2,2
5,260 m²,,Lainnya,Rawamangun,"Rawamangun, Jakarta Timur","*FOR RENT*
RUMAH 2 LT BAGUS RAPI BERSIH SIAP HUNI 
GRAHA MAS PEMUDA
JAKARTA TIMUR 
LUAS *10x26. = 260m*
*KT. 5. KM. 5 CARPORT 2*
*UN-FURNISHED/KOSONG*
HARGA *130jt/th*
AIR PAM 
LISTRIK TOKEN
HADAP *SELATAN*
JLN BISA U 2 ROW MOBIL
Felwong",Jakarta Timur,Hak Sewa,https://www.rumah123.com/properti/jakarta-timur/hor19224623/,5,Bagus,Rp 130 Juta/tahun,260 m²,For Rent Rumah 2 Lantai Bagus Rapih Bersih Siap Huni,2,2
1,193 m²,,2200 Watt,Kayu Putih,"Kayu Putih, Jakarta Timur","Min. Sewa 2 tahun, boleh untuk usaha/kantor, akses jalan 2 mobil, tidak banjir, dekat dengan LRT, dekat dengan Arion Mall. #224986",Jakarta Timur,SHM,https://www.rumah123.com/properti/jakarta-timur/hor39287824/,4,Renovasi Minimum,Rp 80 Juta/tahun,148 m²,Rumah Tinggal Cocok Untuk Usaha Di Kayu Putih R2138,3,
2,40 m²,,2200 Watt,BSD,"BSD, Tangerang","Disewakan rumah full furnish 2 lantai di cluster Inspirahaus Tabebuya BSD City

Lokasi strategis 

Cocok buat pasangan muda 

Spesifikasi 
Bangunan 2 lantai 
Luas tanah 40m2 ( 4x10) 
Luas bangunan 48 m2
Kamar tidur 1 
Kamar mandi 2 

Furnished termasuk 2 AC , 1 water heater , dan 1 kulkas

Bisa buat 3 org tidur, jadi ada 1 kamar tidur, diluar nya ada space buat tidur juga ala bunkbed untuk 2 org

Harga sewa Rp 45 jt 

Hub yenyen 
082122771xxx",Tangerang,Lainnya,https://www.rumah123.com/properti/tangerang/hor18834521/,1,Baru,Rp 45 Juta/tahun,48 m²,Disewakan Rumah Full Furnish 2 Lantai di Cluster Inspirahaus Bsd,1,2
3,162 m²,,3300 Watt,Gading Serpong,"Gading Serpong, Tangerang","LT 160 (9×18)
LB 200 MTR 
KMR TIDUR 4 
( master room di bawah ada kmr mandi dalam)
HDP TIMUR
KMR MANDI 3 
SDH RENOV 
FURNISHED 

HRG 80 jt/ THN


HUB:
VINA (MELODY PROPERTY)
081297155xxx",Tangerang,SHM,https://www.rumah123.com/properti/tangerang/hor11505298/,4,Sudah Renovasi,Rp 80 Juta/tahun,200 m²,Sewa Rumah Furnished Cluster Ruby Pondok Hijau Golf,1,2
3,125 m²,,3500 Watt,BSD Anggrek Loka,"BSD Anggrek Loka, Tangerang","Di sewakan rumah di Anggrek loka bisa buat kantor, dg 1 ruangan besar, 3 +1 kamar tidur, 2+1.k.mandi, luas 125m/ bgn 90m, buka hrg 65jt/ th",Tangerang,SHM,https://www.rumah123.com/properti/tangerang/hor15578926/,4,Sudah Renovasi,Rp 65 Juta/tahun,90 m²,Di sewakan Rumah di Anggrek loka bisa buat kantor,,1
1,60 m²,,Lainnya,Tangerang,"Tangerang, Tangerang","Disewakan Rumah Di Poris, Tangerang

Uk 6m x 10m = 60m2 
KT 2
KM 1
PLN 1300 watt 
air pam 
Carport 1 mobil
Access jalan 2 mobil
Harga sewa 32 Juta / Tahun",Tangerang,SHM,https://www.rumah123.com/properti/tangerang/hor19587392/,2,Bagus,Rp 32 Juta/tahun,60 m²,"Disewakan Rumah Di Poris, Banten, Tangerang",1,1
3,144 m²,,3500 Watt,Citraland,"Citraland, Surabaya","For Rent Rumah minimalia modern Sangat Terawat dan siap huni ALAM GALAXY

LT 144 (9x16)
2 lantai
KT 3
KM 3 
Listrik 3500 watt
PDAM (tandon + pompa)
Ruang belakang los
Kondisi sangat bagus 
Semifurnish :
•2 water heater (ada di kamar mandi lantai 2)
* 3AC (setiap kamar) + 1AC (ruang tamu)
* Kanopi

Harga sewa :
Rp. 65 juta/tahun

Tjandra - Winston Brilliant",Surabaya,SHM,https://www.rumah123.com/properti/surabaya/hor38898952/,3,Bagus,Rp 65 Juta/tahun,144 m²,For Rent Rumah minimalia modern Sangat Terawat dan siap huni ALAM GALAXY,1,1
2,72 m²,,Lainnya,Kalisari,"Kalisari, Surabaya","DISEWAKAN RUMAH DI PAKUWON CITY Cluster Suvadiva Grand Island (SIAP HUNI) Semi furnish

- LT: 72
- LB:  120 (2 Lantai)
- KT: 3 (lengkap sringbed + lemari+ nakas)
- ⁠KM : 2
- 4 AC
- ⁠Smart door lock
- ⁠Water heater
- ⁠Internet sudah ada
- ⁠Tandon atas bawah
- ⁠Kitchen set + kompor tanam+gas elpiji 5kg 
- Listrik: 4400

Harga Sewa: Rp 80 juta/tahun
Deposit 5jt",Surabaya,Lainnya,https://www.rumah123.com/properti/surabaya/hor39225872/,3,Bagus,Rp 80 Juta/tahun,120 m²,Disewakan Rumah Di Pakuwon City Cluster Suvadiva Grand Island (siap Huni) Semi Furnish,,2
3,136 m²,,Lainnya,Gading Serpong,"Gading Serpong, Tangerang","Rumah sewa Cluster Canary Gading Serpong Tangerang 

Sertifikat : 
LT/LB : 136/160
Lebar X panjang : 8 x 17
Jumlah lantai : 2
Jumlah kamar tidur : 4 ac
Jumlah kamar mandi : 3 water heater
Kamar mandi art : 1
Kamar pembantu : 1
Carport/garasi : ada/ ada 1mobil
Arah mata angin :Utara
Listrik : 5500 watt token
Air : pam palija
Furnish/nonfurnish : cuma lemari dapur
Huni/kosong/tersewa :  kosong
Akses jalan : 2 mbl

Harga : 75 / thn
Min. 2 tahun",Tangerang,SHM,https://www.rumah123.com/properti/tangerang/hor39017828/,4,Bagus,Rp 75 Juta/tahun,160 m²,Rumah Siap Huni Cluster Canary Gading Serpong,1,2
3,96 m²,,Lainnya,Cipondoh,"Cipondoh, Tangerang","Rumah 2 lantai di Cipondoh, Tangerang.

For rent rumah di wilayah yang nyaman. Properti 2 lantai ini berada di lingkungan strategis.

Kategorinya adalah sebagai berikut:

  - Kamar Tidur: 3
  - Kamar Mandi: 3
  - Sertifikat: PPJB
  - Kondisi Perabotan: Unfurnished

Tentunya properti ini layak untuk anda dapatkan karena:

  - Siap Huni.
  - Adem & Sejuk.
  - Lingkungan Tenang dan Damai.
  - Akses Jalan Muat 2 Mobil.
  - Lokasi Strategis.
  - Lokasi Bebas Banjir.
  - One Gate System.
  - Properti Mewah.
  - Properti Eksklusif.

Keberadaan rumah berikut mudah dijangkau, hanya selangkah menuju berbagai fasilitas utama dan menarik.

Hanya Rp. 8.333.333, anda dapat langsung dapatkan rumah eksklusif di daerah Cipondoh ini.

Tersedia juga untuk rental period Yearly.",Tangerang,PPJB,https://www.rumah123.com/properti/tangerang/hor39383252/,3,Bagus,Rp 100 Juta/tahun,99 m²,Murah Rumah Sewa Di Riviera Metland Puri,2,2
1,98 m²,,1300 Watt,Medan Tuntungan,"Medan Tuntungan, Medan","Disewakan Rumah Perumahan District M Daerah Ringroad 
Luas tanah : 7x14
Luas bangunan : 65m2
Kamar tdr : 2
Kamar mandi : 1
Fasilitas : 1 AC
Token 1300 watt
pdam
Semi Furnish

10 menit dr usu
8 menit dr RCW

Harga : 30jt/tahun",Medan,SHM,https://www.rumah123.com/properti/medan/hor39233346/,2,Bagus,Rp 30 Juta/tahun,65 m²,Disewakan Termurah Rumah Perumahan District M Daerah Setiabudi,1,1
1,180 m²,,Lainnya,Modernland,"Modernland, Tangerang","Luas 180m2
Ukuran 10x18m2
2 lantai
Kmr tidur 3+1
Kmr mandi 1+1
SHM
Harga 75 jt/tahun
(cyn)",Tangerang,SHM,https://www.rumah123.com/properti/tangerang/hor39397909/,3,Bagus,Rp 75 Juta/tahun,180 m²,Rumah Rapih Siap Huni Disewakan di Modernland,1,2
2,160 m²,,5500 Watt,Surabaya Kota,"Surabaya Kota, Surabaya","Nirwana Executive CC

LT 160 (8x20)
LB 140
KT 5 + 1 
KM 3
5500 watt
Pam
Selatan
Shm
Row jalan 3 mobil

Jual 2.5M
Sewa 40 jt/ thn

Hub: 
Willyam Tanaya - Winston One
081999005xxx",Surabaya,SHM,https://www.rumah123.com/properti/surabaya/hor39274297/,5,Renovasi Minimum,Rp 40 Juta/tahun,140 m²,Nirwana Executive Blok Cc Kondisi Bagus,,1
2,400 m²,,5500 Watt,Mayjen Sungkono,"Mayjen Sungkono, Surabaya","DISEWAKAN
Rumah 1 Lantai
Bagus dan Siap Huni
Cocok Untuk Rumah Tinggal/Kantor

DUKUH KUPANG TIMUR
LT: 400m (20x20)
LB: 300m ( 1 Lantai )
KT: 3+1 
KM: 2+1
Ruang Tengah Los (Open Space)
Hadap Utara
Garasi 1 Mobil
Carport 6 Mobil
Minimal Sewa 2 Tahun

Selling Point: 
Row Jalan 4 Mobil
2 Menit ke Mayjen Sungkono
Dekat Transmart & Islamic Centre
5 Menit ke Tol Satelit
5 Menit ke Ciputra World",Surabaya,Hak Pakai,https://www.rumah123.com/properti/surabaya/hor19421887/,3,Bagus,Rp 110 Juta/tahun,300 m²,Rumah Bagus 1 Lantai Dukuh Kupang Cocok Untuk Kantor,6,1
3,96 m²,,Lainnya,Semarang Barat,"Semarang Barat, Semarang","DISEWAKAN RUMAH BAGUS SIAP HUNI DI SEMARANG KOTA

Dengan Fasilitas  perumahan yg ada security 24 jam, Club House dan  kolam renangnya

Rumah 2 lantai
Hadap selatan
Luas tanah 96 m
Luas bangunan  115 m
Kamar tidur  4 dl
Kamar mandi  3
carport 2

Furnish
Setiap kamar ada ac
Bed 2
Lemari 2
Meja makan
Kulkas mini

Dekat ke Tugumuda, Rs kariadi, gerbang tol manyaran,  dekat Bandara, Dekat kampus Unika sampangan

Harga sewa 90 jt/thn",Semarang,SHM,https://www.rumah123.com/properti/semarang/hor39288161/,4,Bagus,Rp 90 Juta/tahun,115 m²,Disewakan Rumah Mewah Semarang Kota Dekat Tugumuda / Rs Kariadi Semarang,1,2
3,75 m²,,Lainnya,Pantai Indah Kapuk 2,"Pantai Indah Kapuk 2, Jakarta Utara","DISEWAKAN 

RUMAH DI PIK 2 
UK 6X12,5
3+1KT
3+1KM 
KOSONGAN
READY
75JT/THN ONLY NEGO

TITIP JUAL, BELI, SEWA, PROPERTY AREA GOLF ISLAND, PIK, PIK 2

HUB : 
KEVIN LIE AVENUE PRO
082249687xxx",Jakarta Utara,PPJB,https://www.rumah123.com/properti/jakarta-utara/hor39407036/,3,Bagus,Rp 75 Juta/tahun,75 m²,"DISEWAKAN RUMAH DI PIK 2, UK 6X12,5, 75JT/THN ONLY NEGO",1,2
4,120 m²,,Lainnya,Pantai Indah Kapuk 2,"Pantai Indah Kapuk 2, Jakarta Utara","Disewakan
Rumah golf island
8x15, furnish
Kt 3+1, km 3+1
Hrg 200 jt per thn",Jakarta Utara,HGB,https://www.rumah123.com/properti/jakarta-utara/hor19588854/,4,Bagus,Rp 199 Juta/tahun,170 m²,"TERMURAH TERBAGUS Rumah Bagus Furnished Pantai Indah Kapuk 2, Jakarta Utara",,2
2,120 m²,,Lainnya,Semarang Barat,"Semarang Barat, Semarang","Disewakan Rumah di Graha Padma Semarang

Luas Tanah 120m²
Luas Bangunan 90m²
Kamar Tidur 3
Kamar Mandi 2
Furnished

Harga 70 juta/tahun
HPELS",Semarang,SHM,https://www.rumah123.com/properti/semarang/hor38910312/,3,Bagus,Rp 70 Juta/tahun,90 m²,"Kontrakan Graha Padma Semarang Barat, Semarang",,1
