,url,title,price_in_rp,district,city,bedrooms,bathrooms,land_size_m2,building_size_m2,certificate,electricity_power,property_condition,floor_count,description,market_price_2025,market_price_2023,rent_price_per_year_2025,NOI,cap_rate,property_value_growth,NPV
605,https://www.rumah123.com/properti/bekasi/hos19496712/,Rumah Mewah Tanah Luas Dan Siap Huni Dekat Toll&lrt Dp 0%,1400000000.0,Jatimakmur,Bekasi,4.0,2.0,114.0,100.0,SHM,2200.0,Bagus,2.0,"Rumah baru Siap huni Mewah ,strategis dan Luas 

100meter jalan Raya di lalui Angkot 24 jam 

dekat Dengan,pintu Toll dan LRT 
pusat perbelanjaan, instansi pemerintah,tempat ibadah, sekolah,RS, Dll

Akses dekat dengan jalan raya, Lingkungan Komplek Jalan Lebar 2 mobil 
di dalam komplek Elite,

Faselita Komplek Dan Keungulan
Gedung Serbaguna 
Tempat Ibadah 
Tamah Apotik Hidup 
Lapangan Basket
Lapangan Futsal 
Lapangan Bulu tangkis 

Spesifikasi
Luas tanah 114
Luas bangunan 100
Carport 2
Listrik 22.00 Watt
K.tidur 3 +1
K.mandi 2

Lingkungan Nyaman Adan Asri Bebas banjir 

Keunggulan Akses
7 menit ke Toll pondok gede Jatiwaringi /Sutel Bus Transjakarta 
7 menit ke Toll Jatibening & LRT
10 menit ke Toll jatiwarna 
3 menit ke Giant Ekstra, Supermarket tip top dan lain2 Indomaret dan Alfa

7 menit ke RS masmitra jatibening,
Dan mitra Keluarga 

5 menit ke upnormal, pusat kuliner 
10 menit  Pasar pondok gede 
Dekat dengan banyak pusat keramaian, instansi pemerintah 

BEST INVESTMENT BEST AKSE
unit terbatas yu kepoin


Legalitas SHM &amp;IMB READYYY siap Proses KPR


Cara bayar
Cash keras
KPR  Bisa DP 0%

Harga jual sudah termasuk :
Biaya pemasangan Listrik dan IMB


More Info/Survey
Segera Hubungi
Jeje",1.4102002e+09,1.2450291e+09,5.666076e+07,3.9662532e+07,2.8330379999999997,0.06426704,-323927585.15127516
1194,https://www.rumah123.com/properti/jakarta-timur/hos39294543/,Rumah Tanah Luas 2 Lt 11 menit ke Mall Ciputra Cibubur Siap Huni J-23105,3320000000.0,Cibubur,Jakarta Timur,4.0,4.0,214.0,300.0,SHM,3500.0,Bagus,2.0,"Komplek Mahogany Residence Depok
Cimanggis - Kota Depok

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.
 
SHM
LT 214
LB 300
2 Lantai
4 Kamar Tidur
1 Kamar Pembantu
4 Kamar Mandi
Listrik 3500 VA
Sumber Air PDAM

Fasilitas Sekitar Hunian:
7 menit ke Springfield School - Raffles Hills Campus

9 menit ke SD ABC Kids

11 menit ke SDN Cibubur 05 Pagi

12 menit ke SMPN 230 Jakarta

7 menit ke Trans Studio Mall Cibubur

8 menit ke Plaza Cibubur

9 menit ke Cibubur Junction

11 menit ke Mall Ciputra Cibubur

11 menit ke Pasar Kranggan

5 menit ke RSIA Jati Sampurna

6 menit ke Rumah Sakit Permata Cibubur

6 menit ke Rumah Sakit Meilia

7 menit ke RS Mitra Keluarga Cibubur

11 menit ke RSUD Jatisampurna Kota Bekasi

8 menit ke Gerbang Tol Cibubur 2

9 menit ke Gerbang Tol Cimanggis 3

9 menit ke Gerbang Tol Jatikarya 2

9 menit ke Stasiun LRT Harjamukti

13 menit ke Gerbang Tol Cimanggis 4

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",4.2697042e+09,3.4481754e+09,1.2199093e+08,8.539365e+07,2.5720978313253013,0.11276698,556412804.1773934
4764,https://www.rumah123.com/properti/bekasi/hos39410850/,Dijual Rumah Rapih Nyaman 2 Lantai di Villa Mas Garden Bekasi Utara,1100000000.0,Bekasi Utara,Bekasi,3.0,3.0,117.0,180.0,SHM,2200.0,Bagus,2.0,"Jual Rumah siap Huni

Spesifikasi 
- SHM
- Luas Bangunan 180m²
- Luas Tanah 117m²
- listrik 2200w
- air PAM
- Kamar Tidur 3
- kamar mandi 3
Gudang 2
1 ruang tamu lantai atas
1 ruang tamu lantai bawah
1 Carport
1 waterhiter

- lokasi strategis  Kelurahan Harapan Jaya, Bekasi Utara
- 10 menit ke sumarecon mall bekasi
- 15 menit ke Harapan Indah
- 15 menit ke Stasiun Bekasi
- 15 Menit ke Tol bekasi Barat
- Lingkungan aman dan bersih
- Lingkungan yang Ramah
- Akses dan Perumahan Bebas Banjir

Harga 1.1 m Nego

#dhpsb

Hub :
Dea AOSB",1.8781513e+09,1.5951738e+09,7.562593e+07,5.2938148e+07,4.812558909090909,0.085078835,-47236686.225866675
1795,https://www.rumah123.com/properti/tangerang/hos39459373/,Rumah 2 Lantai Siap Huni Di Cluster Alicante Gading Serpong,3200000000.0,Gading Serpong,Tangerang,4.0,3.0,144.0,132.0,SHM,0.0,Bagus,2.0,"Dijual Rumah 2 Lantai Siap Huni Harga Terjangkau

Cluster Alicante (Gading Serpong)

Luas Tanah : 8x18m (144m²)
Luas bangunan 132m²
Hadap mana : utara
Listrik brp : 5500
Surat apa : SHM
Berapa lantai : 2lt
3+1 KT
4+1 KM

Harga 3,2 Milyar (Negotiable)",2.872822e+09,2.9053722e+09,8.461564e+07,5.9230948e+07,1.8509671250000002,-0.0056174994,-1929574703.247366
5624,https://www.rumah123.com/properti/jakarta-timur/hos19364694/,"Town House Siap Huni Nyama,aman Dan Strategis Di Jatiasih",1000000000.0,Cipinang,Jakarta Timur,3.0,3.0,88.0,90.0,SHM,2200.0,Baru,2.0,"Unit READY Dalam Cluster Jatiasih

Full Bata Merah
SHM IMB LENGKAP

PROMO :
Free BPHTB
Free Biaya Balik Nama
Free AJB
Free Biaya Notaris
Subsidi Biaya KPR

Luas Tanah 83-88 m²
Luas Bangunan 80 m²
Kamar Tidur 3
Kamar Mandi 2
Dapur
Carport 2 Mobil
Taman
Listrik 2200 watt

Akses Penunjang :
2 menit Superindo
2 Kota Cinema Mall 
3 menit Kolam Renang Badut 
6 menit tol Jorr
Bebas Banjir

Cara Bayar: 
Cash 
KPR",1.5647231e+09,2.14913e+09,6.4745164e+07,4.5321616e+07,4.5321616,-0.14672816,-841342538.6001599
2177,https://www.rumah123.com/properti/bogor/hos39310453/,Rumah LB 125 SHM Siap KPR 10 menit ke RS Hermina Bogor J23641,960000000.0,Tanah Sareal,Bogor,3.0,1.0,72.0,125.0,SHM,0.0,Bagus,2.0,"Bukit Cimanggu City Blok W4
Tanah Sareal - Kota Bogor

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 72
LB 125
2 Lantai
3 Kamar Tidur
1 Kamar Mandi
Sumber Air PDAM
Hadap Selatan

Fasilitas Sekitar Hunian:
9 menit ke SD Negeri Kencana 1 Bogor
10 menit ke SD Negeri Cibadak
10 menit ke SMP PGRI 9 Kota Bogor
10 menit ke SMA PGRI 3 Bogor
15 menit ke Sekolah Dasar Negeri Kedung Badak 4
15 menit ke Sekolah Dasar Negeri Kebon Pedes 7
15 menit ke SMP Angkasa Bogor
15 menit ke SMA Negeri 2 Bogor
15 menit ke SMAN 10 Bogor

10 menit ke Pasar Induk Kemang (TU) Bogor
15 menit ke Pasar Kapuk
20 menit ke Pasar Bersih Cilendek
25 menit ke Yogya Grand Dramaga
25 menit ke Vivo Mall Sentul

3 menit ke Puskesmas Mekar Wangi
10 menit ke Puskesmas Kayumanis
10 menit ke Puskesmas Pembantu Cibadak
10 menit ke RSIA Bunda Suryatni Bogor
10 menit ke RS Hermina Bogor
15 menit ke RSAU dr. M. Hassan Toto
15 menit ke RSAU Atang Sanjaya
15 menit ke Puskesmas Cilebut

15 menit ke Stasiun Cilebut
15 menit ke Gerbang Tol Sentul Barat
15 menit ke Gerbang Tol Sentul Selatan 2
20 menit ke Terminal Bus Ciparigi
20 menit ke Terminal Bubulak
20 menit ke Gerbang Tol Bogor
25 menit ke Pintu Tol keluar Tanah Baru
25 menit ke Stasiun Bojong Gede
25 menit ke Stasiun Bogor
30 menit ke Stasiun Batutulis

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",8.531871e+08,8.8202976e+08,4.1942864e+07,2.9360004e+07,3.0583337499999996,-0.016486049,-594880137.3250287
497,https://www.rumah123.com/properti/tangerang/hos39210696/,Rumah Luas 5 Kamar Tidur 10 menit ke RS SARI ASIH CIPONDOH J33602,6080000000.0,Cipondoh,Tangerang,5.0,5.0,280.0,190.0,Lainnya,3500.0,Bagus,2.0,"Perumahan Poris Indah Blok E
Cipondoh - Kota Tangerang

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

LT 280
LB 190
2 Lantai
5 Kamar Tidur
5 Kamar Mandi
Listrik 3500 VA
Sumber Air PDAM
Hadap Barat

Fasilitas Sekitar Hunian:
5 menit ke Sekolah Menengah Pertama Negeri 18 Tangerang
5 menit ke SMP Nurul Hikmah
6 menit ke SD Negeri Cipondoh 5
7 menit ke Sekolah Dasar Negeri Ketapang
7 menit ke Sekolah Dasar Negeri Cipondoh 03
7 menit ke SMA Nusa Bangsa
8 menit ke Sekolah Dasar Muhammadiyah 1

4 menit ke Pasar Poris Cipondoh
5 menit ke Pasar Mandiri

8 menit ke Puskesmas Gondrong
9 menit ke Puskesmas Ketapang
10 menit ke RS SARI ASIH CIPONDOH
10 menit ke Puskesmas Cipondoh

10 menit ke Gerbang Tol Karang Tengah Barat 2
15 menit ke Terminal Poris
20 menit ke Gerbang Tol Buaran Indah 1
20 menit ke Gerbang Tol Buaran Indah 2
20 menit ke Gerbang Tol Kunciran 6
25 menit ke Gerbang Tol Karang Tengah Barat 1

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",4.3416515e+09,4.7138074e+09,1.3600768e+08,9.520538e+07,1.5658778947368421,-0.0402866,-4358617095.991475
6228,https://www.rumah123.com/properti/jakarta-barat/hos39111427/,Rumah Baru Modern Minimalis Dua Lantai di Taman Aries,1990000000.0,Meruya,Jakarta Barat,3.0,3.0,74.0,110.0,HGB,2200.0,Bagus,2.0,"Dijual Rumah Baru 

Lokasi: Komplek perumahan Taman Aries, Jakarta Barat.
Luas Tanah: +/-74m2
Luas Bangunan: +/- 110m2 (2 lantai) 
3 Kamar Tidur, 3 Kamar Mandi, r.keluarga, r.makan, pantry, carport, taman depan, taman belakang, teras.
Listrik PLN 2200 watt
Air PAM & air tanah
Lebar jalan 8m
Hadap Selatan
SHGB
Security sistem cluster (one gate system)
Lokasi strategis, disamping tol Jkt - Kebon Jeruk, Jakarta Barat
Dekat fasilitas2 spt Mall Puri Indah, Lippo Mall Puri, RS Siloam Kebon Jeruk, RSPI Puri Indah, Ipeka & Tunas Muda Intl School, pasar modern Puri Indah, Hypermart, Ranch Market, dll.
Harga jual IDR 1,99M nego

-diana-",2.0657852e+09,1.7112051e+09,7.575918e+07,5.3031428e+07,2.664895879396985,0.0987314,70521341.97862124
6261,https://www.rumah123.com/properti/jakarta-selatan/hos11639580/,Rumah Private Di Area Exclusive Bangka Kemang Jakarta,4700000000.0,Kemang,Jakarta Selatan,4.0,3.0,104.0,311.0,SHM,5500.0,Baru,3.0,"Your Great Escape In Tropical Jakarta


Your dream home in the heart of Kemang South Jakarta

Located in the prestigious Kemang area, a favourite with expats and the local elite.

Close to shops, restaurants, schools, and central Jakarta, it is a popular & convenient location. Located on a side road, away from the noise and traffic of the Jalan Bangka? Main road, designed as a garden oasis with lush planting & water features.

27 Exclusive Of Poolside Luxury Homes
*All poolside units
*Security guard & CCTV
*Childrens Playground
*BBQ Pit",5.1413934e+09,4.528143e+09,2.4286211e+08,1.7000347e+08,3.6170951489361705,0.06556606,-981141688.4951053
6496,https://www.rumah123.com/properti/tangerang/hos19533101/,Rumah Villagio Cluster Vernaza Citraraya Cikupa Jual Cepat,900000000.0,Cikupa,Tangerang,2.0,1.0,96.0,96.0,SHM,2200.0,Bagus,1.0,"Dijual Rumah Villagio Cluster Vernaza Citraraya Cikupa

Harga jual 900 juta
nego tipis

SHM
LT 8 x 12 m
LB 96m
2 KT
1 KM
Listrik 
Air PAM

Contact person :
VINNY
0821.8908.0xxx
mrs",8.565231e+08,1.1756668e+09,2.6178924e+07,1.8325246e+07,2.036138444444444,-0.14645308,-796523534.2241147
3090,https://www.rumah123.com/properti/bekasi/hos39387609/,Rumah Carport Luas dekat Mal Ciputra Cibubur Sudah Renovasi Siap KPR  J28789,1030000000.0,Cibubur,Bekasi,3.0,2.0,111.0,150.0,SHM,1300.0,Bagus,2.0,"Perumahan Taman Asri
Jatisampurna - Kota Bekasi

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 111
LB 150
2 Lantai
3 Kamar Tidur
2 Kamar Mandi
Listrik 1300 VA
Sumber Air PDAM
Hadap Timur

Fasilitas Sekitar Hunian:
4 Menit ke SDN Jatiranggon II
5 Menit ke SDN Jatiranggon I
5 Menit ke SD - SMP - SMA LABSCHOOL CIBUBUR
5 Menit ke SMA -SMP HANDAYANI
8 Menit ke SMP Negeri 60 Bekasi
10 Menit ke SMA Pangudi Luhur II Servatius
15 Menit ke SMA Negeri 11 Bekasi

10 Menit ke Pasar Kranggan
20 Menit ke Mal Ciputra Cibubur
20 Menit ke Trans Studio Mall Cibubur
20 Menit ke Cibubur Junction
30 Menit ke Metropolitan Mall Cileungsi
30 Menit ke Lippo Plaza Kramat Jati

5 Menit ke UPTD Puskesmas Jatiranggon
6 Menit ke Rumah Sakit Jatisampurna
10 Menit ke RSUD Jatisampurna Kota Bekasi
15 Menit ke RS Mitra Keluarga Cibubur
15 Menit ke Rumah Sakit Permata Cibubur
20 Menit ke UPTD Puskesmas Jatikarya
30 Menit ke RSUD Kramat Jati

30 Menit ke Stasiun Lenteng Agung
30 Menit ke Stasiun Tanjung Barat
35 Menit ke Stasiun Pondok Cina
40 Menit ke Stasiun Universitas Indonesia
40 Menit ke Gerbang Tol Tambun


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1.1797348e+09,1.3330108e+09,5.1045896e+07,3.573213e+07,3.4691386407766993,-0.059247553,-751492103.9604535
5162,https://www.rumah123.com/properti/tangerang/hos15526959/,"Rumah Kantor Pd Ranji Bintaro, Sangat Strategis",7800000000.0,Pondok Ranji,Tangerang,5.0,6.0,370.0,650.0,SHM,22000.0,Bagus,2.0,"DIJUAL Harga Terjangkau
Luxury Private Home Office
Pondok Ranji, Bintaro, Tangerang Selatan

Detail:
LT: 370 m2
LB: 650 m2
KT: 3+2
KM: 4+2
Jumlah lantai: 2
Listrik: 20.000 watt (4 box)
Dapur bersih: 1
Carport: 3
Taman: 1
Sumber air: Sumur bor
Lingkungan: Perumahan 
Orientasi: Hadap Timur
Posisi: Hook
Sertifikat: SHM
Furnished
Parking 15 mobil
Private road & area

Bonus in house:
- Smart TV+Android TV box
- 1 main bathroom with jacuzzi powered by SOLAR WATER HEATER
-1 guest bathroom with solar water heater
- 1 bathroom office with water heater
- 2 rent feelal bedrooms with 2 bathrooms and water heater
- Private Gym equipment and massage room
- Wodden Gazebo
- Kitchen Set, (Oven Modena, Recycle Water Dispenser, modena stove)
- Sofa set
- Luxury Minibar Set
- Balcony
- Rooftop

Additional:
- LUXURY OFFICE MEETING ROOM & CABINET
- WIFI & CCTV coverage for all floors and rooms

Dekat ke :
- 8 mnt => stasiun KRL Pd Ranji
- 10 mnt =>  Bintaro Plaza
- 10 mnt => Jakarta-Serpong
Harga 21.082.000 / m2 => 7,8M nego",9.209948e+09,5.449995e+09,1.9502946e+08,1.3652062e+08,1.7502644102564104,0.2999617,33885430034.06935
5165,https://www.rumah123.com/properti/tangerang/hos39286117/,Rumah Brandnew Siap Huni Di The Icon Bsd City,5750000000.0,BSD,Tangerang,4.0,3.0,197.0,289.0,Lainnya,2200.0,Bagus,2.0,"FOR SALE :
The Icon Bsd City

spesifikasi :
bangunan 2lantai 
tanah 197 m2
bangunan 289 m2
kamar tidur 4+1
kamar mandi 3+1
PPJB siap AJB
Hadap Utara
Listrik 2200watt
carport 2 mobil
harga 5.75 milyar",4.524776e+09,3.7535685e+09,1.4807629e+08,1.036534e+08,1.8026678260869566,0.097934365,75395840.88222885
721,https://www.rumah123.com/properti/bekasi/hos39366876/,Town House Baru Minimalis Modern di Jatiasih Kota Bekasi,1050000000.0,Jati Asih,Bekasi,3.0,2.0,63.0,70.0,SHM,2200.0,Bagus,2.0,"Unit Ready

PROMO :
✅Free BPHTB
✅Free Biaya Balik Nama
✅Free AJB
✅Free Biaya Notaris
✅Subsidi Biaya KPR",8.242115e+08,9.4712666e+08,4.7275424e+07,3.3092796e+07,3.1516948571428576,-0.06714249,-789715873.3682204
5849,https://www.rumah123.com/properti/jakarta-timur/hos39406800/,DIJUAL RUMAH KRAMAT JATI BAGUS SIAP HUNI 2 LANTAI,2200000000.0,Kramat Jati,Jakarta Timur,3.0,2.0,170.0,140.0,SHM,0.0,Bagus,2.0,Jual Cepat Rumah rapi siap huni,2.6696865e+09,2.1511724e+09,7.6626776e+07,5.3638744e+07,2.438124727272727,0.1140188,391436102.87497187
1025,https://www.rumah123.com/properti/bekasi/hos39306080/,Cluster Palm Rumah Siap Huni Semi Furnished Summarecon Bekasi,2550000000.0,Summarecon Bekasi,Bekasi,5.0,2.0,119.0,206.0,SHM,2200.0,Bagus,3.0,"Summarecon Bekasi, Bekasi Utara

MFA

Luas tanah : 119 m2 (7x17)
Luas bangunan : 206 m2 
Kamar Tidur : 5
Kamar Mandi : 2
Listrik : 2200 watt 
Tingkat : 3 Lantai (Lantai 3 Untuk Jemuran) 
Garasi : 1 Unit 
Carport : 1 Unit 
Sertifikat : SHM
Lantai Utama : Homgenous Tile,R. Servis, Teras, KM/WC : Keramik 
Ada Dapur Bersih dengan Kitchen Set 

Harga : 2.550 M 

Sistem Cluster one gate system dengan security 24jam
-	Swimming Pool Anak & Dewasa
-	Private Club House
-	Taman dalam cluster
-	Children Playground
-	Jogging Track

Fasilitas dalam kawasan :
-	Sekolah BPK Penabur & Al Azhar
-	Aneka Kursus mulai dari YAMAHA, Purwacaraka, English First, Wishing Star, dll.
-	Bank BCA, Mandiri, BNI, BTN, BRI, Permata, NISP, dll lengkap
-	SINPASA Pasar Bersih Modern
-	Pusat Kuliner La Terazza, Downtown Walk, dll
-	Aneka Restaurant seperti Mang Engking, McDonald, Seribu Rasa, Karnivor, Richeese Factory, Abuba, Bakmi GM, Baso Boedjangan, Sate Taichan, Dunkin Donut, Harvest Cake, dll.
-	Minimarket dan pusat komersil
-	Berbagai Pusat Kebugaran
-	Tempat Ibadah Masjid Al Azhar
-	Mal Summarecon Bekasi
-	Konsep KOTA MANDIRI
-	Transjakarta

Fasilitas sekitar kawasan:
-	Aneka Sekolah
-	Aneka RS : Mitra Keluarga, Hermina, Anna Medika, Awal Bros, dll
-	Akses Tol Bekasi Barat dan JORR
-	Fly Over KH. Noer Ali
-	Dekat Stasiun Bekasi

SURVEY SEKARANG

0878 8151 1xxx
Maria Fitri 
Era Expert",2.1001825e+09,2.306498e+09,7.3881944e+07,5.171736e+07,2.0281317647058823,-0.045772433,-1843595197.3938127
4819,https://www.rumah123.com/properti/jakarta-selatan/hos39175170/,Dijual Rumah Siap Huni Akses 2mobil Lokasi Dekat Jl Saharjo Albarkah,3900000000.0,Tebet,Jakarta Selatan,5.0,3.0,154.0,130.0,SHM,0.0,Bagus,2.0,"Dijual rumah siap huni
akses 2mobil
lokasi dekat jl saharjo
albarkah
lt154 lb130
kt5 km3
listrik 2200
carport
shm imb
harga 3,9M nego
hasil appraisal bank 3,5M",3.7271578e+09,2.5545705e+09,1.151964e+08,8.063748e+07,2.0676276923076924,0.20789707,6183107682.668842
1295,https://www.rumah123.com/properti/depok/hos39352322/,Rumah Hook LT 97 Dekat Cilodong 15 Menit ke Terminal Baru Renov J-30954,740000000.0,Cilodong,Depok,2.0,2.0,97.0,70.0,SHM,1300.0,Bagus,1.0,"Pondok Karadenan Asri 2
Cibinong - Kabupaten Bogor

SHM
LT 97
LB 70
1 Lantai
2 Kamar Tidur
2 Kamar Mandi
Listrik 1300 VA
Sumber Air Tanah
Hadap Barat

Fasilitas Sekitar Hunian:
4 menit ke SMAN 2 Cibinong
20 menit ke SD NEGERI KEBON PEDES 1
20 menit ke SMP Asaba
25 menit ke SD BINA INSANI
25 menit ke Sekolah Dasar Negeri Ciluar 1
25 menit ke Sekolah Menengah Pertama Plus Yaspera

5 menit ke cibinong city mall
6 menit ke Pasar Sukaraden

2 menit ke Puskesmas Karadenan
6 menit ke RUMAH SAKIT ISLAM AYSHA
9 menit ke Puskesmas Pembantu Pasir Jambu
10 menit ke Rumah Sakit Bantuan Yonkes 1 Kostrad
15 menit ke Puskesmas Cilebut

10 menit ke Stasiun Cilebut
15 menit ke Terminal Ciparigi
15 menit ke Stasiun Bojong Gede
20 menit ke Gerbang Tol Sentul 2
25 menit ke Rencana Gerbang Tol Bojonggede
25 menit ke Stasiun Cibinong
30 menit ke Gerbang Tol Cibadak 2

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",7.935108e+08,7.857694e+08,3.845078e+07,2.6915546e+07,3.6372359459459456,0.004913926,-392984056.24146694
1496,https://www.rumah123.com/properti/jakarta-timur/hos39321847/,Rumah Cluster Siap Huni Di Cipayung Jakarta Timur,1100000000.0,Cipayung,Jakarta Timur,3.0,2.0,120.0,70.0,SHM,0.0,Bagus,1.0,"Rumah Cluster Siap Huni di  Cilangkap Baru Cipayung Jakarta Timur 

Spesifikasi:
Luas Tanah: 120 m2 
Luas Bangunan: 70 m2
Kamar Tidur: 3
Kamar Mandi 2
Carport 1 mbl 
Listrik 2200 watt
SHM IMB PBB
Hadap Timur
One gate system 
Keamanan 24 jam 

Selling Point:
Akses ke Tol Bambu Apus, Tol TMII, Tol Cibubur, LRT
Dekat Trans Studio Mall Cibubut
Dekat Tamini Square
Dekat Mall Cibubur Plaza

Harga Rp 1.1 M  NETT 

Meeting Point: 
Indomaret Cilangkap Baru",1.0997617e+09,9.865875e+08,5.0794252e+07,3.5555976e+07,3.232361454545454,0.055799603,-307480465.0119344
2345,https://www.rumah123.com/properti/bekasi/hos39316707/,Rumah SHM Minimalis di Bekasi Akses Dekat Tol dan Stasiun Siap Huni J25252,610000000.0,Bekasi Utara,Bekasi,3.0,2.0,78.0,56.0,SHM,1300.0,Bagus,1.0,"Pondok Ungu Permai
Bekasi Utara - Kota Bekasi

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 78
LB 56
1 Lantai
3 Kamar Tidur
2 Kamar Mandi
Listrik 1300 VA
Sumber Air PDAM
Hadap Barat

Fasilitas Sekitar Hunian:
1 menit ke SMP NEGERI 3 BABELAN
3 menit ke SMP Negeri 4 Babelan
3 menit ke SD Negeri Bahagia 06
5 menit ke SD Negeri Kaliabang Tengah 7
6 menit ke SMA NEGERI 3 BABELAN
8 menit ke Sekolah Dasar Negeri Kaliabang Tengah II,V,VI
9 menit ke SD Negeri 02 Kaliabang Tengah
10 menit ke SMA NEGERI 14 BEKASI UTARA

3 menit ke Pasar Pondok Ungu Permai
8 menit ke Pasar Marpungngah
10 menit ke Plaza Taman Harapan Baru

6 menit ke RS. Taman Harapan Baru
6 menit ke Puskesmas Kaliabang Tengah
9 menit ke Rumah Sakit Zainuttaqwa
10 menit ke Puskesmas Bahagia Bekasi
10 menit ke Puskesmas Pejuang
15 menit ke Puskesmas Perwira

7 menit ke Terminal Bayangan Pondok Ungu
25 menit ke Gerbang Tol Marga Jaya 2
25 menit ke Gerbang Tol Bekasi Barat 1
25 menit ke Stasiun Kranji
25 menit ke Stasiun Bekasi
30 menit ke Stasiun Cakung
30 menit ke Gerbang Tol Bekasi Barat 2
30 menit ke Gerbang Tol Cakung 2

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",7.5750406e+08,5.481538e+08,3.780703e+07,2.6464922e+07,4.3385118032786885,0.17555046,621852730.03056
1520,https://www.rumah123.com/properti/jakarta-utara/hos14810681/,Rumah cantik 3 lantai lokasi dekat stadion jis sunter jakarta utara,950000000.0,Sunter,Jakarta Utara,3.0,2.0,32.0,55.0,SHM,2200.0,Bagus,3.0,"Rumah Cantik scandinavian 3 lantai akses mobil lokasi strategis dekat kantor walikota dan Stadion jis sunter jakarta utara

Keunggulan Lokasi dengan akses terbaik :",9.530633e+08,7.643661e+08,4.817439e+07,3.372207e+07,3.5496917894736844,0.11663222,213182145.46912646
3698,https://www.rumah123.com/properti/jakarta-timur/hos19050319/,Rumah Baru Indent Shm - Sertifikat Hak Milik Dekat Stasiun Jatinegara Jakarta Timur,332000000.0,Jatinegara,Jakarta Timur,2.0,2.0,18.0,35.0,SHM,2200.0,Baru,2.0,"Hot Promo 2025

Anda sedang mencari hunian berkonsep modern elegan
Anda ingin memiliki hunian dengan aksesibilitas mudah
Anda mau tinggal di kawasan asri dan nyaman di Kota Jakarta
Cluster Kayu Manis Pisangan, jawabannya

Cluster Kayu Manis Pisangan mempersembahkan sebuah cluster super minimalis berlokasi premium di Jakarta Timur dengan suasana asri dan alami yang memberikan kenyamanan dan ketenangan hidup bagi Anda dan keluarga.

Cluster minimalis Pisangan ini dikelilingi oleh berbagai macam fasilitas publik dengan aksesibilitas yang mudah dan mapan.

Kabar baiknya, sertifikat cluster Kayu Manis Pisangan sudah pecah per unit dan IMB/PBG sudah terbit secara keseluruhan unitnya artinya legalitas Cluster Kayu Manis Pisangan sudah tidak perlu diragukan lagi
Spesifikasi Bangunan 2 lantai :
Luas tanah : 15m
Luas bangunan : 29m
Kamar tidur 1
Kamar mandi 1
Dapur
Ruang tamu
Teras
Instalasi AC dan Water Heater
Listrik 2200 watt
Air PDAM

Bonus : Ground tank dan Torn Air

Dapatkan harga promo
Harga 278juta
Dp 30%",4.950712e+08,4.5768266e+08,3.8184532e+07,2.6729172e+07,8.050955421686746,0.04004371,-95396354.40436825
3535,https://www.rumah123.com/properti/jakarta-selatan/hos16440678/,Rumah Bagus Siap Huni Private Cluster 2 Lantai. SHM,11500000000.0,Kebayoran Lama,Jakarta Selatan,5.0,5.0,423.0,500.0,SHM,41500.0,Bagus,2.0,"Dijual Cepat
Rumah Siap Huni Di Kebayoran Lama, Jakarta Selatan. 
Lokasi Dekat Ke Permata Hijau, Senayan, Sukabumi Kebon Jeruk Jakarta Barat
Lingkungan Aman Dan Nyaman.

Lt 423 M2
Lb -+ 500 M2
Bangunan 2 Lantai
Kamar Tidur 5+1
Kamar Mandi 5+1
Kolam Renang
Basement
Listrik 41500 Va Dan 2200 Va
Sertifikat Hak Milik
Turun harga dari 15 M menjadi 11.5 M nego

Additiaaonal Info :
- 5 menit ke Plaza Senayan
- 5 menit ke Eka Hospital Permata Hijau
- Dalam Townhouse
- Full Paving Blok
- Desain modern
- Bangunan terawat
- Akses jalan lebar
- Parkir luas muat banyak mobil",8.081531e+09,6.058539e+09,3.226514e+08,2.2585597e+08,1.9639649391304348,0.15494907,7621611349.3805275
